Temples,Country,Points,Change,Maha Big Books,Big Books,Medium Books,Small Books,Mags,BTG Subs,Full Sets,Latitude,Longitude,Year
Mexico,City,Mex,58405.00,36,1294,4916,69816,63972,0,0,0,19.4129014,-99.1859023,2011
St.,Petersburg,Rus,51708.75,53,18239,10679,5895,5705,1780,0,0,16.2993518,80.4131511,2011
San,Jose,USA,50247.70,-24,18411,1499,2976,41732,57,0,43,32.795926,-117.2506437,2011
Chennai,Ind,48396.60,18,20600,1661,556,19196,3864,38,42,12.9060595,80.241614,2011
Baroda,Ind,45375.00,16,20295,0,2690,5400,6520,645,29,22.2951255,73.1523084,2011
Almaty,Kaz,35680.00,23,10326,9373,4808,12274,1825,0,0,43.2220146,76.8512485,2011
Kathmandu,Nep,33585.00,-4,14583,968,2975,7854,0,0,0,27.7840013,85.3564899,2011
Coimbatore,Ind,28862.25,-12,10077,988,250,17391,26774,229,0,11.0404339,77.0284562,2011
New,Vrajadham-H,Hun,27944.60,19,7822,2581,13409,6030,15076,0,0,28.5558863,77.2539484,2011
Toronto,Can,25719.05,62,8411,890,5940,19105,1332,29,28,43.6769305,-79.3973269,2011
Ujjain,Ind,25487.50,-31,10344,1813,2178,7590,0,0,53,23.1615813,75.7991949,2011
New,Ekacakra,Pr,SVK,25372.50,-4,1374,21815,0,3238,0,0,0,28.5558863,77.2539484,2011
Karuna,Bhavan,Sco,25286.25,-14,3912,14592,4316,2849,0,0,0,nodata-lat,nodata-lon,2011
Leipzig,Ger,23667.00,10,7290,4003,10168,0,0,0,0,51.3396955,12.3730747,2011
Phoenix,Mau,23193.00,na,3165,1176,4679,53390,0,0,28,-20.2758399,57.4958773,2011
Nairobi,Ken,23166.40,40,5764,3942,1384,27814,509,0,75,-1.2920659,36.8219462,2011
Madurai,Ind,20159.75,-14,9811,20,113,1845,0,0,0,9.9268646,78.114384,2011
Berlin,Ger,19510.00,30,5635,2218,11958,0,430,0,0,52.5448365,13.4942561,2011
Trivandrum,Ind,19196.25,52,7837,294,1223,3367,9692,382,37,8.5241391,76.9366376,2011
Barnaul,Rus,19028.50,242,2913,4183,4949,24260,4800,0,0,53.3547792,83.76978319999999,2011
Vellore,Ind,18570.80,-26,7967,278,34,1084,14780,312,15,12.9008515,79.0465825,2011
Yaroslavl,Rus,17683.25,44,4119,5488,3336,9157,0,0,0,57.62607440000001,39.8844708,2011
Franco,da,Rocha,Bra,16769.75,28,802,2208,1337,49157,0,0,0,40.4167754,-3.7037902,2011
San,Diego,USA,16686.50,24,5486,3978,2133,2680,0,0,0,32.795926,-117.2506437,2011
Prague,Cze,16431.45,-38,1098,11333,347,8361,6387,0,0,50.0755381,14.4378005,2011
Kazan,Rus,16033.00,-48,2224,5215,5684,12600,3780,0,0,55.8304307,49.06608060000001,2011
Ekaterinburg,Rus,15836.00,109,2984,4042,7618,6336,4330,0,0,56.83892609999999,60.6057025,2011
New,Talavan,USA,15584.25,3,6036,9,5559,2895,0,0,0,28.5558863,77.2539484,2011
St.,Louis,USA,15543.00,14,6150,753,1050,7672,470,0,0,16.2993518,80.4131511,2011
Milan,Ita,15214.40,-7,3983,0,14425,0,245,6,0,19.8818535,75.36736049999999,2011
Kanyakumari,Ind,15094.95,-2,6184,771,113,857,5338,606,14,14.7189305,77.6043846,2011
Melbourne,Aus,14978.05,13,5318,2428,1161,5333,3,0,0,28.0836269,-80.60810889999999,2011
Denver,USA,14836.30,38,4029,3251,3028,7184,2173,0,5,39.7392358,-104.990251,2011
Minsk,Bel,14726.00,-33,2335,3071,8730,10480,0,0,0,53.90453979999999,27.5615244,2011
Habarovsk,Rus,14584.50,4,580,7845,6290,8250,3720,0,0,48.5027313,135.0662599,2011
Washington,D.C.,USA,14258.05,151,3310,694,6390,13681,2980,7,66,45.5286088,-122.9893517,2011
Auckland,Loft,NZ,14214.75,-54,3510,4719,1518,6867,0,0,13,-36.770624,174.596258,2011
Perm,Rus,14133.45,-14,6202,422,1430,2167,507,0,0,58.02968129999999,56.2667916,2011
Bali,Ind,14061.10,-31,5467,455,2591,4594,2281,0,0,-8.700452,115.241134,2011
Budapest,Hun,13745.95,-55,3052,1520,7917,4095,11397,0,0,47.497912,19.040235,2011
New,Jersey-Edis,USA,13742.75,103,6755,0,0,71,258,43,136,28.5558863,77.2539484,2011
Omsk,Rus,13550.00,62,4215,2429,1504,7756,0,0,0,54.9884804,73.32423620000002,2011
Dnepropetrovsk,Ukr,13345.50,-47,4803,121,5621,3232,0,0,0,48.464717,35.046183,2011
Kiev,Ukr,12537.65,-62,4030,198,6399,4301,49,0,0,50.4501,30.5234,2011
Prabhupada,Bhav,Cze,12335.25,na,578,10769,263,1115,0,0,0,22.5238452,88.32745720000001,2011
Essentuki,Rus,11840.00,65,1940,2840,5640,9200,0,0,0,44.0455121,42.8575232,2011
Villa,Vrndavana,Ita,11815.55,8,3995,0,7447,13,361,33,0,9.076873899999999,-79.5236749,2011
Rome,Ita,11540.60,-56,5177,0,2368,0,26,0,0,45.3609559,11.5891328,2011
Durban,SA,11471.95,-11,2800,891,1891,15827,523,6,25,-29.85868039999999,31.0218404,2011
Irkutsk,Rus,11011.00,135,1860,2320,4480,8620,5760,0,0,52.28697409999999,104.3050183,2011
Lenasia,SA,10786.50,200,1979,1464,3166,15126,0,0,0,-26.331,27.8776,2011
Prabhupada,Desh,Ita,10762.50,-18,3791,0,6313,0,240,0,0,22.5238452,88.32745720000001,2011
New,Vrindavan,USA,10735.50,-19,4506,953,1459,164,0,0,0,28.5558863,77.2539484,2011
BTG/Krishna.com,USA,10323.50,-11,1618,445,776,718,7290,1215,37,nodata-lat,nodata-lon,2011
Terni,Ita,10304.40,na,5141,0,44,0,4,0,0,42.5636168,12.6426604,2011
Nigdi,Ind,10048.00,na,5024,0,0,0,0,0,0,18.6535236,73.7540531,2011
Kaunas,Lit,9878.75,na,1199,5480,500,7003,0,0,0,54.8985207,23.9035965,2011
New,Orleans,USA,9815.75,27,117,177,13503,10613,0,0,0,28.5558863,77.2539484,2011
Kuala,Lumpur,Mal,9457.85,-11,2036,1142,1328,13751,1421,0,34,3.139003,101.686855,2011
Tirunelveli,Ind,9411.50,-16,4405,129,17,1856,0,0,0,8.727765999999999,77.7236288,2011
Vilnius,Lit,9365.75,na,851,5459,927,6965,0,0,0,54.6871555,25.2796514,2011
Laguna,Beach,USA,9041.40,na,2604,1065,281,10278,408,4,25,33.5400038,-117.7806511,2011
Santiago,Chi,8879.20,57,172,37,7075,17720,5307,0,0,42.8782132,-8.5448445,2011
Radhadesh,Bel,8645.25,304,2461,1645,722,4755,5285,0,45,23.4239515,88.3888704,2011
Hyderabad,Ind,8238.00,-77,1687,432,492,4244,4500,750,16,17.4421017,78.5054536,2011
Helsinki,Fin,8129.95,-29,1599,4831,63,125,382,0,0,60.17332440000001,24.9410248,2011
Centro,Goura,Ni,Bra,7616.30,na,428,1458,3404,14378,58,0,0,27.7840013,85.3564899,2011
Krasnoyarsk,Rus,7387.75,30,1050,2737,1789,4897,4320,0,0,56.01528339999999,92.8932476,2011
Samara,Rus,7378.35,100,1979,1366,2124,2859,2776,0,0,53.2415041,50.2212463,2011
Montreal,Can,7293.75,2,1484,293,4421,7289,0,0,0,45.5016889,-73.567256,2011
Benelux,TSKP,Hol,7101.50,na,2321,641,1278,4318,1000,0,14,nodata-lat,nodata-lon,2011
Heidelberg,Ger,6999.30,-21,2455,763,2509,0,718,0,0,49.3987524,8.6724335,2011
Itajai,Bra,6757.85,-9,504,25,371,20093,5161,0,0,-26.9105964,-48.6709514,2011
Mumbai-Mira,Roa,Ind,6672.00,-92,3335,0,3,2,0,0,0,19.2693921,72.8716743,2011
Sofia,Bul,6629.00,-13,2425,941,0,3352,0,0,0,42.6977082,23.3218675,2011
Novorosiysk,Rus,6547.00,19,1360,1920,3360,0,2270,0,0,nodata-lat,nodata-lon,2011
Caracas,Ven,6536.00,33,167,34,0,24672,0,0,0,10.4696404,-66.8037185,2011
Dhaka-Swamibag,Ban,6013.70,-86,2608,151,152,340,4857,0,0,nodata-lat,nodata-lon,2011
Montevideo,Uru,5921.00,27,64,134,4,22628,0,0,2,-34.9011127,-56.16453139999999,2011
Brisbane,Aus,5802.25,36,758,2978,1402,2429,0,0,8,-27.54291,152.95828,2011
Rostov-na-Donu,Rus,5780.00,-54,970,1090,2470,5580,1200,0,0,47.2357137,39.701505,2011
Wellington,NZ,5715.75,-37,2093,941,221,1913,0,0,3,-41.2864603,174.776236,2011
Munich,Ger,5627.00,-27,902,1039,5568,0,0,0,0,48.1351253,11.5819806,2011
Brahmapur,Ind,5531.00,221,2639,57,155,474,0,0,0,19.2961115,84.8172254,2011
Boston,USA,5447.00,-36,1259,219,1298,8244,0,0,1,42.3523896,-71.0750587,2011
Malaysia,BBT,MO,Mal,5397.75,167,1608,605,278,5311,1100,0,24,4.210484,101.975766,2011
Simferopol,Ukr,5363.50,-2,1973,145,2013,1064,0,0,0,44.952117,34.102417,2011
Kharkov,Ukr,5225.50,-52,1714,123,2512,1674,0,0,0,49.9935,36.230383,2011
Vancouver,Can,5040.20,12,919,557,2646,3238,1211,89,6,45.6387281,-122.6614861,2011
Valsad,Ind,4875.75,na,2236,297,28,351,50,0,0,20.378366,72.9395289,2011
Chelyabinsk,Rus,4849.00,-34,1226,1249,687,3218,0,0,0,55.1644419,61.4368431,2011
Krasnodar,Rus,4460.00,-16,700,950,1600,3460,4450,0,0,45.03926740000001,38.987221,2011
Novokuznetzk,Rus,4449.50,na,310,690,4910,1270,3670,0,0,nodata-lat,nodata-lon,2011
Chicago,USA,4361.00,na,1573,418,393,2402,0,0,0,42.00934580000001,-87.6730144,2011
Tokyo,4318.00,na,1899,463,0,228,0,0,0,35.6894875,139.6917064,2011
Donetsk,Ukr,4200.50,-40,952,23,3076,2918,60,0,0,48.015883,37.80285,2011
Bangkok,Tha,4156.60,-9,383,25,622,562,29141,0,0,13.7563309,100.5017651,2011
Shylet,Ban,4148.25,-74,1680,401,517,515,0,0,0,24.2300583,91.24062219999999,2011
Perth,Aus,4086.75,54,663,1716,1314,1551,0,0,0,-31.98783,116.065079,2011
Odessa,Ukr,3988.50,-60,1535,30,1251,1052,0,0,0,46.482526,30.7233095,2011
Sochi,Rus,3934.25,-47,583,1061,1112,3945,1650,0,0,43.60280789999999,39.7341543,2011
Izevsk,Rus,3792.25,-5,1431,566,341,715,150,0,0,56.86186009999999,53.2324285,2011
Ljubljana,Slo,3676.25,na,1122,941,969,27,0,0,0,46.0569465,14.5057515,2011
Bologna,Ita,3665.50,-1,1415,0,1671,0,0,0,0,44.494887,11.3426163,2011
Latinoamerica,T,Lat,3660.75,279,296,0,244,11787,0,0,0,nodata-lat,nodata-lon,2011
Rio,de,Janeiro,Bra,3579.00,401,169,24,78,12634,195,0,0,-23.3233727,-46.7294577,2011
Belo,Horizonte,Bra,3567.25,85,446,52,70,10353,0,0,0,-19.9166813,-43.9344931,2011
Alachua,USA,3482.70,-21,616,221,1189,4074,4167,0,0,29.7938144,-82.49442260000001,2011
Allahabad,Ind,3405.25,-63,1023,596,305,2443,0,0,0,25.4358011,81.846311,2011
Goloka,Dhama,Ger,3288.00,235,590,675,2866,0,0,0,0,55.4649113,65.3053512,2011
N-Tagil,Rus,3271.25,40,410,477,1406,5085,0,0,0,56.1445956,40.4178686,2011
Miami,USA,3267.80,-10,301,330,681,6194,4380,2,3,25.7616798,-80.1917902,2011
Malaysia,TSKP,Mal,3169.70,-14,754,319,326,4608,277,0,16,4.210484,101.975766,2011
Atlanta,USA,3131.00,263,1054,659,727,2,0,0,0,33.77346989999999,-84.3451908,2011
Novosibirsk,Rus,3080.00,na,360,640,1820,3240,0,0,0,55.00835259999999,82.9357327,2011
Porto,Alegre,Bra,3025.80,na,304,11,632,8352,28,0,0,-33.941376,25.5712756,2011
Krishna,Culture,USA,2914.75,56,1258,106,401,277,142,2,26,19.1130769,72.8262841,2011
Buenos,Aires,Arg,2888.75,-75,69,712,1960,4235,0,0,0,-34.6036844,-58.3815591,2011
Bhimavaram,Ind,2795.25,-82,1205,134,92,821,0,0,0,16.544893,81.521241,2011
Nellore,Ind,2793.00,24,0,1213,396,5528,0,0,0,14.4230197,79.9794161,2011
Dallas,USA,2579.05,-23,706,501,510,1233,148,20,12,32.7766642,-96.79698789999999,2011
Ottawa,Can,2510.50,46,1142,126,43,76,72,12,6,45.4215296,-75.69719309999999,2011
Madrid,Spa,2434.00,-21,568,810,116,1720,0,0,0,40.4167754,-3.7037902,2011
Osijek,Cro,2370.00,-47,128,404,1901,3038,0,0,0,45.5549624,18.6955144,2011
Chattagram-Prab,Ban,2368.25,-83,917,348,227,291,0,0,0,nodata-lat,nodata-lon,2011
Magnitogorsk,Rus,2344.75,na,620,498,370,1687,0,0,0,53.4129429,59.00162330000001,2011
Zurich,Swi,2341.25,-51,503,902,857,19,0,0,12,47.3686498,8.539182499999999,2011
Vrajabhumi,Bra,2313.00,na,160,0,773,6426,0,0,0,48.1458923,17.1071373,2011
Tomsk,Rus,2247.00,61,290,610,820,1920,1670,0,0,56.5010397,84.9924506,2011
Honolulu,USA,2239.25,-50,682,0,1641,219,0,0,0,21.3069444,-157.8583333,2011
Herson,Ukr,2134.25,-73,590,97,712,2005,0,0,0,24.2300583,91.24062219999999,2011
German,Congrega,Ger,2096.00,-79,786,97,675,0,895,0,0,52.5448365,13.4942561,2011
Tyumen,Rus,2018.75,333,523,599,389,249,1170,0,0,57.1612975,65.5250172,2011
New,York,Queens,USA,2000.00,67,920,25,80,380,0,0,0,28.5558863,77.2539484,2011
Kishinev,Ukr,1885.75,-62,266,544,1105,1029,0,0,0,47.0104529,28.8638103,2011
Rovno,Ukr,1884.75,36,588,84,1046,407,0,0,0,50.6199,26.251617,2011
Zagreb,Cro,1877.25,-9,132,246,1559,2351,0,0,0,45.8150108,15.981919,2011
Kursk,Rus,1863.25,179,515,405,792,129,0,0,0,51.7091957,36.1562241,2011
Berkeley,USA,1819.30,56,390,191,757,1744,338,0,0,37.8591369,-122.2603082,2011
Kinshasa,Con,1789.50,-72,255,722,555,1100,31,1,0,-4.4419311,15.2662931,2011
Ufa,Rus,1715.75,-11,659,264,127,281,0,0,0,54.7387621,55.9720554,2011
Vladivostok,Rus,1480.00,-77,160,370,620,1920,0,0,0,43.1737387,132.0064506,2011
Trincomalee,Sri,1470.00,15,476,322,132,100,1050,0,0,8.5922,81.19679579999999,2011
Boise,USA,1421.50,-42,703,0,1,60,0,0,4,43.6187102,-116.2146068,2011
New,Vrajadham-B,Bra,1419.35,-3,87,110,155,4231,1,0,0,28.5558863,77.2539484,2011
Ivanovo,Rus,1366.75,-64,226,117,985,1221,0,0,0,57.0050671,40.9766453,2011
Accra,Gha,1359.90,-35,83,406,597,970,2469,0,0,5.6037168,-0.1869644,2011
Kampala,Uga,1341.00,na,588,114,0,204,0,0,0,0.3163918,32.5910497,2011
New,Govardhana,Aus,1298.00,105,296,408,286,620,0,0,0,28.5558863,77.2539484,2011
Vologda,Rus,1195.75,-23,226,490,292,431,0,0,0,59.21806649999999,39.8978052,2011
Kovrov,Rus,1166.30,na,430,189,146,64,283,0,0,56.356769,41.3226311,2011
Campina,Grande,Bra,1163.90,999,71,0,186,3632,209,0,0,nodata-lat,nodata-lon,2011
Athens,Gre,1137.50,na,4,0,2253,12,0,0,0,42.3523896,-71.0750587,2011
Jeleznogorsk,Rus,1110.20,-37,126,363,467,1000,117,0,0,39.39987199999999,-8.224454,2011
Skudai,Mal,1078.50,18,366,177,87,494,25,0,5,-22.9068467,-43.1728965,2011
Blagovestensk,Rus,1060.75,na,8,894,281,41,0,0,0,nodata-lat,nodata-lon,2011
Alchevsk,Ukr,1050.00,-37,246,122,632,480,0,0,0,48.4713393,38.8134407,2011
Detroit,USA,1027.50,na,417,66,161,188,0,0,0,42.361436,-82.94615800000001,2011
Noyakhali,Ban,990.75,-83,424,92,62,55,60,0,0,nodata-lat,nodata-lon,2011
Kisumu,Ken,984.50,999,281,130,150,870,0,0,2,-0.0917016,34.7679568,2011
Mombasa,Ken,977.50,na,9,48,4,3624,35,0,1,-4.0434771,39.6682065,2011
Rybinsk,Rus,959.85,7,120,466,189,605,81,0,0,52.3332892,35.3669551,2011
Tampa,Bay,USA,957.05,-14,7,40,339,1621,3283,0,2,27.950575,-82.4571776,2011
Lipezk,Rus,945.00,1,350,30,105,648,5,0,0,52.6121996,39.5981225,2011
Centro,Studi,Bh,Ita,945.00,-26,390,0,330,0,0,0,0,27.7840013,85.3564899,2011
Sarov,Rus,930.25,18,135,527,177,179,0,0,0,54.9342792,43.3252503,2011
Tbilisi,Geo,925.00,na,0,925,0,0,0,0,0,41.7151377,44.827096,2011
Kirov,Rus,863.95,-18,283,90,202,425,7,0,0,58.6035321,49.6667983,2011
Cape,Town,SA,849.80,-54,62,74,329,1946,8,0,0,-33.9248685,18.4240553,2011
Bukit-Mertajam,Mal,836.50,-16,212,25,50,1450,0,0,3,-26.0431661,28.0552003,2011
Tula,Rus,830.00,153,176,351,133,242,0,0,0,54.204836,37.6184915,2011
Amsterdam,Hol,825.55,na,136,209,106,1131,88,0,2,52.3498057,4.8876054,2011
Tashkent,Uzb,810.00,na,0,0,1620,0,0,0,0,41.2994958,69.2400734,2011
Brazil,BBT,Bra,807.20,-85,285,3,24,888,2,0,0,nodata-lat,nodata-lon,2011
Rijeka,Cro,764.00,-78,46,152,630,820,0,0,0,45.3270631,14.442176,2011
Curitiba,Bra,711.60,na,51,2,149,1716,1041,0,0,-25.4289541,-49.267137,2011
Vladimir,Rus,701.25,-57,177,165,211,307,0,0,0,49.233083,28.468217,2011
Smolensk,Rus,674.00,149,298,53,50,0,0,0,0,54.7903112,32.0503663,2011
Pretoria,SA,666.25,-73,58,61,116,1725,0,0,1,-25.7478676,28.2292712,2011
Klang,Mal,635.50,18,149,11,40,1226,0,0,0,3.044917,101.4455621,2011
Penang,Mal,610.50,-57,134,12,17,1288,0,0,2,5.414921,100.3297612,2011
Nava-Nrsimha-Ks,Ger,604.00,52,36,122,820,0,0,0,0,39.011902,-98.4842465,2011
Karlovac,Cro,593.25,na,46,109,528,513,0,0,0,45.4928973,15.5552683,2011
Kuantan,Mal,566.40,na,221,56,2,258,29,0,1,48.6208,22.287883,2011
Newlands,Wellin,564.50,na,222,25,46,290,0,0,9,nodata-lat,nodata-lon,2011
Murmansk,Rus,561.00,na,141,219,78,84,0,0,0,68.9585244,33.0826598,2011
Phoenix,SA,556.25,-25,75,101,215,791,0,0,2,-20.2758399,57.4958773,2011
Seremban,Mal,555.10,159,93,20,33,1316,36,0,0,1.537909,103.6622279,2011
Lima,Per,552.50,-93,1,0,2,2198,0,0,0,-11.9456792,-76.7103034,2011
Blantyre,Mal,531.20,-45,181,70,1,386,22,0,6,27.5759477,77.70085089999999,2011
Calgary,523.25,na,0,350,124,45,120,20,0,51.0486151,-114.0708459,2011
New,Gokula-Braz,Bra,493.50,-38,88,18,39,1120,0,0,0,28.5558863,77.2539484,2011
Gita-nagari,USA,490.00,-42,0,0,280,1400,0,0,0,40.49278100000001,-77.46351,2011
Berezniki,Rus,481.90,na,162,63,138,62,104,0,0,59.41318270000001,56.7849318,2011
Jessore,Ban,475.75,-72,159,93,17,225,0,0,0,nodata-lat,nodata-lon,2011
Pskov,Rus,461.50,na,23,333,104,48,185,0,0,57.8166994,28.3344734,2011
Luzk,Ukr,455.75,na,143,49,194,95,0,0,0,50.74723299999999,25.325383,2011
Barisal,Ban,439.75,-84,183,39,51,37,0,0,0,22.7125398,90.3587455,2011
Shanghai,Chi,426.00,na,213,0,0,0,0,0,0,31.230416,121.473701,2011
Balakong,Mal,421.00,na,200,5,9,46,0,0,0,nodata-lat,nodata-lon,2011
Voronej,Rus,416.25,-68,121,123,14,173,10,0,0,51.6754966,39.2088823,2011
Mafikeng,SA,415.25,-10,13,20,155,1167,0,0,0,46.975033,31.994583,2011
Luxembourg,NH,Lux,410.50,na,185,0,0,162,0,0,0,49.815273,6.129582999999999,2011
Varazdin,Cro,396.00,na,30,104,232,464,0,0,0,nodata-lat,nodata-lon,2011
NY,Long,Island,USA,369.00,na,92,85,71,258,0,0,0,40.6876197,-73.9820883,2011
Khmelnitsky,Ukr,360.50,-16,120,15,207,8,0,0,0,nodata-lat,nodata-lon,2011
Tiraspol,Ukr,306.25,-50,99,0,178,77,0,0,0,46.84818500000001,29.596805,2011
Baku,Aze,304.00,-81,0,304,0,0,0,0,0,40.40926169999999,49.8670924,2011
Sao,Lorenco,do,Bra,298.00,na,22,0,143,730,0,0,0,37.30893,-121.932196,2011
Vinniza,Ukr,296.00,-31,92,0,68,312,0,0,0,6.1248,100.3678178,2011
Belgorod,Rus,287.50,-57,76,48,97,156,0,0,0,50.5997134,36.5982621,2011
Lugansk,Ukr,285.50,-55,67,1,298,6,0,0,0,48.574041,39.307815,2011
Cologne,Gaurade,Ger,282.60,-1,21,73,321,0,71,0,0,50.937531,6.9602786,2011
Hamburg,Ger,274.00,na,102,36,68,0,0,0,0,53.5510846,9.9936818,2011
Ternopol,Ukr,273.00,-25,29,0,240,380,0,0,0,49.553517,25.594767,2011
Sungei,Siput,Mal,269.70,na,83,33,26,230,2,0,0,12.9047163,77.5543604,2011
Ipoh,Mal,266.50,-17,110,0,51,60,60,0,4,nodata-lat,nodata-lon,2011
Gaura,Vrndavana,Bra,266.50,na,21,0,236,426,0,0,0,54.2198695,33.5995432,2011
Marilia,Bra,259.75,451,84,0,0,367,0,0,0,-22.2175846,-49.9505291,2011
Chattagram-Pund,Ban,245.00,-86,103,24,12,36,0,0,0,nodata-lat,nodata-lon,2011
Joao,Pessoa,Bra,242.75,na,18,0,130,567,0,0,0,-7.119495799999999,-34.8450118,2011
Zaporozhye,Ukr,236.00,-90,92,0,59,90,0,0,0,47.8388,35.139567,2011
Hillsborough,USA,234.70,-32,70,52,37,88,22,0,0,45.5286088,-122.9893517,2011
Salvador,Bra,214.50,-33,42,3,0,510,0,0,0,13.6759779,-89.29240639999999,2011
Rotterdam,Hol,213.00,na,58,21,25,254,0,0,1,51.9244201,4.4777325,2011
Sterlitamak,Rus,212.00,na,78,24,24,80,0,0,0,53.65543530000001,55.9438932,2011
Kluang,Mal,208.45,504,71,12,8,197,12,0,1,nodata-lat,nodata-lon,2011
Sao,Paulo,Bra,207.50,-86,52,1,27,96,650,0,0,37.30893,-121.932196,2011
Bandar,Putra,Mal,204.50,na,26,3,23,552,0,0,0,19.4129014,-99.1859023,2011
Mpumalanga,SA,187.55,na,8,34,31,487,3,0,1,-29.8039699,30.6314948,2011
Recife,Bra,179.25,na,10,0,46,545,0,0,0,-8.0578381,-34.8828969,2011
Seberang,Jaya,Mal,166.55,-93,6,105,26,145,3,0,2,nodata-lat,nodata-lon,2011
Chernigov,Ukr,146.45,-39,54,12,36,33,2,0,0,51.4982,31.28935,2011
Houston,USA,145.75,na,3,22,63,329,40,0,3,29.7604267,-95.3698028,2011
Gelugor,Mal,139.55,na,0,92,10,165,13,0,0,5.369117999999999,100.3096991,2011
Nikolaev,Ukr,135.50,-80,36,2,95,56,0,0,0,42.2808256,-83.7430378,2011
Wiesbaden,Ger,131.00,-43,65,0,2,0,0,0,0,50.0782184,8.239760799999999,2011
Taman,Sentosa,Mal,126.50,na,21,0,10,318,0,0,0,nodata-lat,nodata-lon,2011
Bogota,Col,122.25,na,15,0,31,307,0,0,0,4.710988599999999,-74.072092,2011
Kuching,Mal,116.95,-64,26,12,14,173,27,0,1,1.56,110.345,2011
Kulim,Mal,115.30,-84,38,5,0,116,53,0,1,nodata-lat,nodata-lon,2011
Port,Dickson,Mal,113.00,16,38,5,5,118,0,0,2,-33.941376,25.5712756,2011
Nibong,Tebal,Mal,110.50,-80,18,0,0,298,0,0,1,5.170128,100.4792231,2011
Phuket,Tha,108.25,na,15,0,0,275,95,0,0,7.8804479,98.3922504,2011
Buntong,Mal,103.40,-65,12,9,10,250,29,0,0,nodata-lat,nodata-lon,2011
Lukut,Mal,101.35,na,21,6,10,149,111,0,0,nodata-lat,nodata-lon,2011
Melaka,Mal,94.50,-26,18,55,0,10,10,0,1,2.189594,102.2500868,2011
Seattle,USA,93.25,na,11,40,0,125,0,0,1,47.6062095,-122.3320708,2011
Taiping,Mal,92.50,-78,40,10,0,10,0,0,0,nodata-lat,nodata-lon,2011
Simpang,Empat,Mal,92.00,na,41,0,0,40,0,0,1,nodata-lat,nodata-lon,2011
Alor,Setar,Mal,89.00,-15,8,26,11,162,10,0,0,4.851932,100.7416339,2011
Hobiganj,Ban,88.00,-90,34,14,10,0,10,0,0,24.2300583,91.24062219999999,2011
Sao,Jose,dos,Ca,Bra,85.10,na,10,0,53,154,1,0,0,37.30893,-121.932196,2011
Bedong,Mal,80.75,-40,28,8,5,55,5,0,1,nodata-lat,nodata-lon,2011
Cherepovets,Rus,79.50,382,24,4,55,0,0,0,0,59.132333,37.9091811,2011
Fortaleza,Bra,79.25,178,0,0,1,315,0,0,0,-3.7318616,-38.5266704,2011
Natal,Bra,69.25,-71,22,0,0,101,0,0,0,6.334986,5.6037465,2011
Chaykovskiy,Rus,67.50,na,26,5,20,2,0,0,0,nodata-lat,nodata-lon,2011
Lvov,Ukr,60.25,-17,11,0,12,129,0,0,0,49.839683,24.029717,2011
Split,Cro,58.50,na,6,1,57,68,0,0,0,-25.855978,25.64031,2011
