Temples,Country,Points,Change,Maha Big Books,Big Books,Medium Books,Small Books,Mags,BTG Subs,Full Sets,Latitude,Longitude,Year
Mexico,City,Mex,30537.50,-12,2273,6185,3110,73006,0,0,0,19.4129014,-99.1859023,2014
Madurai,Ind,29749.20,-25,11992,219,140,12628,23192,0,0,9.9268646,78.114384,2014
Chicago,USA,29123.60,20,9247,5589,2059,15636,1021,0,0,42.00934580000001,-87.6730144,2014
Bali,Ind,28390.50,13,11570,1031,2783,8354,7395,0,0,-8.700452,115.241134,2014
Kiev,Ukr,28024.00,-22,8342,2749,10897,12570,0,0,0,50.4501,30.5234,2014
Santiago,Chi,27708.75,38,2087,65,26068,41743,0,0,0,42.8782132,-8.5448445,2014
Perm,Rus,27306.20,-2,9372,1063,9716,10550,37,0,0,58.02968129999999,56.2667916,2014
Curitiba,Bra,26874.80,62,2309,13247,3015,30000,23,0,0,-25.4289541,-49.267137,2014
Kazan,Rus,26861.25,19,5677,6131,11312,14881,0,0,0,55.8304307,49.06608060000001,2014
Minsk,Bel,26667.00,-9,7735,6312,4666,10208,0,0,0,53.90453979999999,27.5615244,2014
Nellore,Ind,26030.00,na,7791,2739,2027,26782,0,0,0,14.4230197,79.9794161,2014
Swansea,Wal,25289.50,na,6172,3383,19094,58,10,0,2,51.620826,-3.947130999999999,2014
Durban,SA,23967.80,15,6320,746,2190,36758,2973,0,49,-29.85868039999999,31.0218404,2014
Baltimore,USA,23668.10,283,6966,512,1092,29882,12076,0,25,39.267045,-76.73010339999999,2014
Barnaul,Rus,23452.00,103,4590,8174,7264,9864,0,0,0,53.3547792,83.76978319999999,2014
Prabhupada,Bhav,Cze,22267.00,101,9179,3809,70,260,0,0,0,22.5238452,88.32745720000001,2014
Auckland,Loft,NZ,20689.60,-8,3307,10799,784,8318,8051,0,9,-36.770624,174.596258,2014
Moscow-Bhaktive,Rus,20601.00,na,3126,9589,4419,10202,0,0,0,55.755826,37.6173,2014
Krasnoyarsk,Rus,20347.50,38,4293,5226,6068,14006,0,0,0,56.01528339999999,92.8932476,2014
Dallas,USA,19998.45,148,8469,1034,1561,3979,884,37,32,32.7766642,-96.79698789999999,2014
New,Jersey-Edis,USA,19848.50,681,9888,20,0,210,0,0,119,28.5558863,77.2539484,2014
Laguna,Beach,USA,19821.80,9,8784,278,355,5638,3844,1,66,33.5400038,-117.7806511,2014
New,Vrajadham-H,Hun,19817.50,2,3942,4282,7482,11080,11405,0,0,28.5558863,77.2539484,2014
New,Ekacakra,Pr,SVK,19340.00,na,2711,12928,0,3960,0,0,0,28.5558863,77.2539484,2014
Budapest,Hun,19196.10,26,5100,3135,5364,9338,8446,0,0,47.497912,19.040235,2014
Seattle,USA,18621.75,na,8246,663,212,363,1700,250,14,47.6062095,-122.3320708,2014
Tirunelveli,Ind,18426.00,-2,7565,85,47,7250,13750,0,0,8.727765999999999,77.7236288,2014
Sochi,Rus,17996.25,11,4280,3956,6665,8591,0,0,0,43.60280789999999,39.7341543,2014
Berlin,Ger,17877.50,7,5726,2848,7150,0,25,0,0,52.5448365,13.4942561,2014
Phoenix,Mau,17704.60,-18,2023,474,500,51668,176,0,0,-20.2758399,57.4958773,2014
San,Diego,USA,17516.50,-44,3604,7515,3374,4426,0,0,8,32.795926,-117.2506437,2014
Novosibirsk,Rus,17506.50,-27,4796,4065,3631,8136,0,0,0,55.00835259999999,82.9357327,2014
Novorosiysk,Rus,17280.00,-24,6095,2221,3237,5002,0,0,0,nodata-lat,nodata-lon,2014
Trivandrum,15780.75,-25,6349,421,619,3509,3710,535,0,8.5241391,76.9366376,2014
New,Talavan,USA,15667.50,51,6683,313,3057,1840,0,0,0,28.5558863,77.2539484,2014
Kuala,Lumpur,Mal,14647.90,na,3980,2212,2248,13046,904,0,77,3.139003,101.686855,2014
Sofia,Bul,14455.50,70,4059,984,7810,5794,0,0,0,42.6977082,23.3218675,2014
Almaty,Kaz,13750.25,-13,4003,1495,2288,12391,75,0,0,43.2220146,76.8512485,2014
Dnepropetrovsk,Ukr,13352.75,-3,5361,817,1337,4581,0,0,0,48.464717,35.046183,2014
Atlanta,USA,12972.95,-5,4265,2934,1415,2927,697,0,3,33.77346989999999,-84.3451908,2014
Kursk,Rus,12690.75,97,3663,2766,3478,3439,0,0,0,51.7091957,36.1562241,2014
Milan,Ita,12483.70,10,1980,0,17032,0,77,0,5,19.8818535,75.36736049999999,2014
Ekaterinburg,Rus,12186.35,-5,3701,1802,1235,9425,86,0,0,56.83892609999999,60.6057025,2014
Washington,D.C.,USA,12145.05,-47,3112,1282,3168,12053,418,0,99,45.5286088,-122.9893517,2014
New,Vrajadham-B,Bra,11961.25,28,353,6296,2647,14543,0,0,0,28.5558863,77.2539484,2014
Melbourne,Aus,11370.55,-15,4917,549,420,2659,1128,0,0,28.0836269,-80.60810889999999,2014
Tyumen,Rus,11266.75,166,3637,1114,4318,2879,0,0,0,57.1612975,65.5250172,2014
Ivanovo,Rus,11205.00,90,2790,2057,3846,6580,0,0,0,57.0050671,40.9766453,2014
Kathmandu,Nep,11074.25,na,4750,485,906,2545,0,0,0,27.7840013,85.3564899,2014
Rostov-na-Donu,Rus,11031.50,-9,2431,2986,3211,6312,0,0,0,47.2357137,39.701505,2014
Alachua,USA,10659.30,-4,1614,316,4783,16136,6854,1,19,29.7938144,-82.49442260000001,2014
Buenos,Aires,Arg,10561.75,-44,765,904,0,32511,0,0,0,-34.6036844,-58.3815591,2014
Kaunas,Lit,10482.00,-18,2542,2033,536,12388,0,0,0,54.8985207,23.9035965,2014
Kanyakumari,Ind,10453.50,-60,4003,1365,189,896,5892,92,8,14.7189305,77.6043846,2014
Govindadvipa,Ire,10226.50,23,4115,0,3807,372,0,0,0,54.19624,-7.57145,2014
TBB,TSKP,USA,10196.00,-53,1944,624,7971,6794,0,0,0,nodata-lat,nodata-lon,2014
Kharkov,Ukr,10029.50,44,2489,208,2272,14830,0,0,0,49.9935,36.230383,2014
Heidelberg,Ger,9878.60,42,3304,2114,2308,0,26,0,0,49.3987524,8.6724335,2014
Prabhupada,Desh,Ita,9695.80,-30,3859,0,3140,0,1760,122,0,22.5238452,88.32745720000001,2014
Hillsborough,,N,USA,9617.75,53,3040,460,1086,9169,1677,17,49,45.5286088,-122.9893517,2014
Bhopal,Ind,9430.00,-49,3876,270,373,4886,0,0,86,23.2502382,77.5058343,2014
Prague,Cze,9387.45,-6,2528,3262,3,3827,1112,0,0,50.0755381,14.4378005,2014
Vladivostok,Rus,9239.50,-13,2329,2149,2898,3934,0,0,0,43.1737387,132.0064506,2014
Yaroslavl,Rus,9177.75,4,2661,1113,2282,6407,0,0,0,57.62607440000001,39.8844708,2014
Wellington,NZ,8636.15,12,1371,4677,304,3555,1764,0,13,-41.2864603,174.776236,2014
Recife,Bra,8446.70,na,282,2554,995,19164,402,0,0,-8.0578381,-34.8828969,2014
Rome,Ita,8272.50,49,709,0,13709,0,0,0,0,45.3609559,11.5891328,2014
Odessa,Ukr,8216.75,-11,3329,160,1204,3187,0,0,0,46.482526,30.7233095,2014
Accra,Gha,8210.95,144,1103,1706,1037,15113,22,0,0,5.6037168,-0.1869644,2014
Volgograd,Rus,8179.25,na,1556,1801,3876,5313,0,0,0,48.708048,44.5133034,2014
Izevsk,Rus,7374.50,66,1898,708,2705,5592,1200,0,0,56.86186009999999,53.2324285,2014
Chittagong-Prab,Ban,7318.90,-62,2094,655,643,7086,2822,53,0,39.267045,-76.73010339999999,2014
Miami,USA,7268.00,65,1735,492,375,6542,14654,4,2,25.7616798,-80.1917902,2014
Herson,Ukr,7058.75,na,2986,215,1099,1289,0,0,0,24.2300583,91.24062219999999,2014
New,York,Harina,USA,7012.00,na,1858,1160,956,6632,0,0,0,28.5558863,77.2539484,2014
Villa,Vrndavana,Ita,6708.80,-11,1484,0,7424,0,269,1,0,9.076873899999999,-79.5236749,2014
Berkeley,USA,6607.85,109,1185,1805,2936,3669,476,0,0,37.8591369,-122.2603082,2014
World,Harinama,USA,6418.95,na,1124,1103,1554,9133,77,0,1,34.02527630000001,-118.3971843,2014
Vilnius,Lit,6301.25,-1,1202,856,1427,9311,0,0,0,54.6871555,25.2796514,2014
Bhaktiloka,SVK,6260.75,-12,743,3626,0,4595,0,0,0,46.635417,32.616867,2014
Sao,Paulo,Bra,6179.00,181,511,3226,808,6108,0,0,0,37.30893,-121.932196,2014
Rovno,Ukr,6170.50,142,2265,393,901,3188,0,0,0,50.6199,26.251617,2014
Chelyabinsk,Rus,6135.85,-65,1324,542,1524,8475,651,0,0,55.1644419,61.4368431,2014
Kanpur,6000.00,na,3000,0,0,0,0,0,0,26.5265881,80.2783003,2014
Philadelphia,USA,5787.40,-56,2135,80,538,3190,2389,30,15,40.0603719,-75.1932638,2014
Batticaloa,Sri,5764.75,na,2467,617,107,501,350,0,18,7.702789199999999,81.7155643,2014
Naperville,USA,5730.70,197,2363,290,628,1338,442,5,59,41.7973603,-88.1982352,2014
Kishinev,Ukr,5619.25,6,1808,775,1353,2207,0,0,0,47.0104529,28.8638103,2014
Ufa,Rus,5614.25,na,1373,552,2386,4493,0,0,0,54.7387621,55.9720554,2014
Tomsk,Rus,5589.00,44,1308,1641,1606,2116,0,0,0,56.5010397,84.9924506,2014
New,Orleans,USA,5436.00,-40,2,0,4787,12154,0,0,0,28.5558863,77.2539484,2014
Brahmapur,Ind,5399.75,-59,1884,889,429,1873,600,0,0,19.2961115,84.8172254,2014
Malaysia,BBT,MO,Mal,5146.35,na,1534,288,174,6769,111,0,11,4.210484,101.975766,2014
Mar,Del,Plata,Arg,4809.65,na,250,397,2586,10099,949,0,0,18.4895744,-69.8639932,2014
Simferopol,Ukr,4313.00,-18,1258,930,978,1512,0,0,0,44.952117,34.102417,2014
Vrajabhumi,Bra,4295.75,-57,53,1752,472,8807,0,0,0,48.1458923,17.1071373,2014
Vancouver,Can,4177.85,9,1323,237,1527,701,569,68,1,45.6387281,-122.6614861,2014
Kisumu,Ken,4068.00,-12,1492,438,306,1900,123,3,0,-0.0917016,34.7679568,2014
Lima,Per,4018.00,999,111,8,664,13824,0,0,0,-11.9456792,-76.7103034,2014
New,Jersey-Towa,3817.50,-7,1765,0,0,1150,0,0,15,28.5558863,77.2539484,2014
Montevideo,Uru,3755.40,-32,22,15,426,13900,84,0,0,-34.9011127,-56.16453139999999,2014
Brisbane,Aus,3735.20,-67,624,534,2662,1228,3152,0,9,-27.54291,152.95828,2014
Spain,BBT,Spa,3678.50,na,708,599,464,5726,0,0,0,-22.4195332,-42.973765,2014
Ljubljana,Slo,3578.00,-9,353,590,2755,3618,0,0,0,46.0569465,14.5057515,2014
Kirov,Rus,3471.50,77,1084,86,2265,340,0,0,0,58.6035321,49.6667983,2014
Malaysia,TSKP,Mal,3468.95,na,764,213,269,6291,207,0,7,4.210484,101.975766,2014
Secunderabad,Ind,3418.50,na,1675,46,21,48,0,0,41,17.4421017,78.5054536,2014
New,York,Queens,USA,3398.70,310,1277,119,176,2338,532,0,0,28.5558863,77.2539484,2014
Madrid,Spa,3284.75,-18,349,1389,356,4079,0,0,0,40.4167754,-3.7037902,2014
Lagos,Nig,3188.75,na,508,778,742,3887,520,0,1,6.5243793,3.3792057,2014
Kovrov,Rus,3141.00,197,403,415,1898,3864,50,0,0,56.356769,41.3226311,2014
Vorkuta,Rus,3114.50,144,739,827,979,1280,0,0,0,67.4968967,64.0602175,2014
Montreal,TSKP,Can,2969.00,na,900,364,512,2126,175,0,0,45.5016889,-73.567256,2014
Copenhagen,Den,2948.00,na,989,363,0,2428,0,0,0,55.6760968,12.5683371,2014
Karaganda,Kaz,2805.25,na,1234,148,131,495,0,0,0,49.8046835,73.1093826,2014
Monterrey,Mex,2804.75,-54,46,40,219,10253,0,0,0,25.6866142,-100.3161126,2014
Sarajevo,Bos,2767.00,-54,1091,338,303,382,0,0,0,43.8562586,18.4130763,2014
Lenasia,SA,2653.15,-22,549,173,533,3797,1664,0,15,-26.331,27.8776,2014
Munich,Ger,2633.00,-30,794,770,550,0,0,0,0,48.1351253,11.5819806,2014
Franco,da,Rocha,Bra,2607.75,-44,118,493,334,6847,0,0,0,40.4167754,-3.7037902,2014
Guadalajara,Mex,2605.50,-33,109,139,412,8170,0,0,0,20.6596988,-103.3496092,2014
Houston,USA,2514.90,22,441,962,710,1218,114,0,27,29.7604267,-95.3698028,2014
Rio,de,Janeiro,Bra,2399.50,-2,92,1126,99,4160,0,0,0,-23.3233727,-46.7294577,2014
Astana,Kaz,2388.25,na,486,109,243,933,2286,381,0,51.16052269999999,71.4703558,2014
Belo,Horizonte,Bra,2336.00,-26,116,316,720,5712,0,0,0,-19.9166813,-43.9344931,2014
New,Govardhana,Aus,2310.75,-10,556,398,1171,861,0,0,0,28.5558863,77.2539484,2014
Severodvinsk,Rus,2298.75,-26,580,517,834,819,0,0,0,64.5661757,39.8505981,2014
Skudai,Mal,2151.10,na,648,316,310,1414,306,0,2,-22.9068467,-43.1728965,2014
Zurich,Swi,2128.25,52,400,777,936,333,0,0,5,47.3686498,8.539182499999999,2014
Itajai,Bra,2066.60,-54,163,361,394,4730,1,0,0,-26.9105964,-48.6709514,2014
Arusha,Tan,2042.75,-54,192,1158,0,2003,0,0,0,-3.372301,36.6944136,2014
Zaporozhye,Ukr,2028.00,na,429,358,897,1454,0,0,0,47.8388,35.139567,2014
Tokyo,Jap,1887.00,na,782,323,0,0,0,0,0,35.6894875,139.6917064,2014
Florianopolis,Bra,1819.00,299,7,1167,0,2552,0,0,0,-27.5953778,-48.5480499,2014
Seremban,Mal,1814.65,na,463,552,136,959,289,0,0,1.537909,103.6622279,2014
Naval,Kunda,Spa,1699.50,na,370,913,11,164,0,0,0,2.725889,101.9378239,2014
Genova,Ita,1666.00,na,773,0,240,0,0,0,0,44.4056499,8.946256,2014
Sandton,SA,1647.25,na,429,0,329,2499,0,0,10,41.3850639,2.1734035,2014
Zagreb,Cro,1563.00,na,69,231,1692,1392,0,0,0,45.8150108,15.981919,2014
Columbus,USA,1521.30,-58,466,224,498,456,23,0,2,18.4895744,-69.8639932,2014
Sarapul,Rus,1519.00,na,3,80,1342,3048,0,0,0,56.4539288,53.7742185,2014
Bangkok,Tha,1498.00,na,464,300,40,0,2500,0,0,13.7563309,100.5017651,2014
Kinshasa,Con,1479.50,-31,355,384,355,832,0,0,0,-4.4419311,15.2662931,2014
Vologda,Rus,1445.00,-5,187,608,261,1330,0,0,0,59.21806649999999,39.8978052,2014
Krishna,Culture,USA,1413.30,-13,519,98,414,138,358,0,7,19.1130769,72.8262841,2014
St.,Louis,USA,1337.50,na,384,265,410,386,30,0,1,16.2993518,80.4131511,2014
Bologna,Ita,1308.50,-11,521,0,533,0,0,0,0,44.494887,11.3426163,2014
Bukit-Mertajam,Mal,1268.50,na,272,46,30,2654,0,0,12,-26.0431661,28.0552003,2014
Radhadesh,Bel,1236.50,na,9,1001,94,682,0,0,0,23.4239515,88.3888704,2014
Donetsk,Ukr,1230.25,-78,325,150,92,1537,0,0,0,48.015883,37.80285,2014
Calgary,Can,1221.25,na,106,335,234,229,600,100,12,51.0486151,-114.0708459,2014
Perth,Aus,1219.10,-70,245,36,911,744,516,0,2,-31.98783,116.065079,2014
Campina,Grande,Bra,1218.80,na,18,240,266,3228,28,0,0,nodata-lat,nodata-lon,2014
Porto,Por,1211.75,na,62,189,226,3137,15,0,0,-33.941376,25.5712756,2014
Cape,Town,SA,1169.50,60,148,42,11,3280,60,0,0,-33.9248685,18.4240553,2014
Midrand,SA,1140.00,na,231,38,262,2036,0,0,8,-25.9991795,28.1262927,2014
Cintamani,Dhama,USA,1126.25,-35,269,422,223,219,0,0,6,10.8522731,78.68982729999999,2014
Thailand,TSKP,Tha,1120.00,na,0,0,0,0,11200,0,0,-7.222366699999999,-35.8734667,2014
Gaborone,Bot,1119.25,-26,235,69,166,877,690,110,0,-24.6525607,25.8988202,2014
Dublin,Ire,1118.50,na,419,0,42,1038,0,0,0,53.3498053,-6.2603097,2014
Portugal,BBT,Por,1093.00,na,44,150,328,2764,0,0,0,13.7164911,100.4874338,2014
Cologne,Gaurade,Ger,1086.00,-39,302,210,544,0,0,0,0,50.937531,6.9602786,2014
Jeleznogorsk,Rus,1051.55,60,285,245,207,517,38,0,0,39.39987199999999,-8.224454,2014
Lutsk,Ukr,1028.75,153,307,78,96,1155,0,0,0,50.74723299999999,25.325383,2014
Bon,Accueil,Mau,1026.00,-77,115,96,128,2544,0,0,0,-20.1756651,57.67897369999999,2014
Magnitogorsk,Rus,908.50,-47,291,117,69,700,0,0,0,53.4129429,59.00162330000001,2014
Bandar,Putra,Mal,904.00,-11,432,0,0,160,0,0,4,19.4129014,-99.1859023,2014
Tiraspol,Ukr,879.50,-35,351,14,96,462,0,0,0,46.84818500000001,29.596805,2014
Rybinsk,Rus,852.50,40,188,298,93,528,0,0,0,52.3332892,35.3669551,2014
Minneapolis,USA,839.00,na,264,57,83,850,0,0,4,44.977753,-93.2650108,2014
Salvador,Bra,838.80,na,175,31,49,1678,138,0,0,13.6759779,-89.29240639999999,2014
Klang,Mal,827.00,na,240,20,0,1308,0,0,0,3.044917,101.4455621,2014
German,Congrega,Ger,782.00,-48,168,274,344,0,0,0,0,52.5448365,13.4942561,2014
Cherepovets,Rus,774.50,35,270,122,165,120,0,0,0,59.132333,37.9091811,2014
Ariel,Isr,750.00,na,0,0,1500,0,0,0,0,58.057486,38.8116968,2014
Chosica,Per,748.50,na,48,0,102,2406,0,0,0,-11.9456792,-76.7103034,2014
Mombasa,Ken,741.30,68,288,59,95,180,138,0,1,-4.0434771,39.6682065,2014
Gelugor,Mal,718.50,na,244,23,57,716,0,0,0,5.369117999999999,100.3096991,2014
Mpumalanga,SA,691.75,277,13,44,75,2337,0,0,1,-29.8039699,30.6314948,2014
Lome,Tog,668.00,71,9,211,714,328,0,0,0,6.1724969,1.2313618,2014
Sarov,Rus,651.55,-73,215,147,86,83,108,0,0,54.9342792,43.3252503,2014
Hale,Krishna,Ha,USA,613.70,84,99,182,288,262,242,0,1,13.6759779,-89.29240639999999,2014
Cusco,Per,608.75,na,300,0,0,35,0,0,0,-13.53195,-71.96746259999999,2014
Pietermaritzbur,SA,563.85,na,103,11,3,1381,1,0,0,32.104637,35.17451399999999,2014
Shui,Rus,556.75,na,23,30,535,853,0,0,0,-29.6006068,30.3794118,2014
Porto,Alegre,Bra,541.75,-75,13,50,158,1547,0,0,0,-33.941376,25.5712756,2014
Santo,Domingo,Dom,539.75,95,77,94,5,1157,0,0,0,19.1130769,72.8262841,2014
Gaura,Vrndavana,Bra,505.25,na,25,127,133,1047,0,0,0,54.2198695,33.5995432,2014
Blantyre,Mal,497.75,-37,62,147,0,907,0,0,0,27.5759477,77.70085089999999,2014
Taiping,493.00,na,168,2,0,620,0,0,0,-15.7666707,35.0167866,2014
Las,Vegas,USA,471.25,na,67,137,40,721,0,0,0,18.4895744,-69.8639932,2014
Alor,Setar,Mal,464.70,na,65,46,55,1018,67,0,0,4.851932,100.7416339,2014
Lvov,Ukr,455.50,-32,164,1,172,162,0,0,0,49.839683,24.029717,2014
Vinniza,Ukr,432.25,-3,166,27,46,201,0,0,0,6.1248,100.3678178,2014
Vladimir,Rus,407.25,na,97,86,76,357,0,0,0,49.233083,28.468217,2014
Stellenbosch,SA,402.50,68,8,23,60,1334,0,0,0,-33.9321045,18.860152,2014
N-Tagil,Rus,394.25,-78,67,146,115,227,0,0,0,56.1445956,40.4178686,2014
Mexico,Youth,To,Mex,390.75,-31,30,84,0,987,0,0,0,19.4129014,-99.1859023,2014
Wiesbaden,Ger,389.50,86,131,95,65,0,0,0,0,50.0782184,8.239760799999999,2014
Dar,es,Salaam,Tan,356.50,-38,158,23,2,66,0,0,0,32.9208984,75.1346827,2014
Sungei,Petani,Mal,342.00,na,166,10,0,0,0,0,0,12.9047163,77.5543604,2014
Centro,Studi,Bh,Ita,332.00,-60,156,0,40,0,0,0,0,27.7840013,85.3564899,2014
Kurgan,Rus,307.00,-64,84,0,28,500,0,0,0,57.9371145,59.96003629999999,2014
San,Antonio,USA,303.75,-72,115,16,41,149,0,0,0,32.795926,-117.2506437,2014
Joao,Pessoa,Bra,295.00,-87,13,91,35,638,10,0,0,-7.119495799999999,-34.8450118,2014
Paris,Fra,291.75,na,90,10,108,191,0,0,0,42.361436,-82.94615800000001,2014
Santos,Bra,273.25,na,0,71,6,797,0,0,0,19.1130769,72.8262841,2014
Pattaya,Tha,270.00,na,85,0,40,0,800,0,0,12.9276082,100.8770813,2014
Hamburg,Ger,270.00,na,70,44,172,0,0,0,0,53.5510846,9.9936818,2014
New,Vrindavan,USA,267.50,-88,52,35,92,330,0,0,0,28.5558863,77.2539484,2014
New,Gokula-Braz,Bra,257.75,22,9,4,81,781,0,0,0,28.5558863,77.2539484,2014
Goloka,Dhama,Ger,257.00,-48,52,76,154,0,0,0,0,55.4649113,65.3053512,2014
Abidjan,Ivo,227.50,na,72,40,84,6,0,0,0,5.3599517,-4.0082563,2014
Saranagati,Farm,Can,226.00,na,0,42,181,230,360,0,0,49.6493076,7.101140699999999,2014
Lusaka,Zam,217.65,na,56,34,36,211,9,0,0,-15.3875259,28.3228165,2014
Bahau,Mal,216.00,na,108,0,0,0,0,0,6,2.809902,102.398351,2014
Malacca,Mal,213.75,na,22,116,31,121,80,0,1,2.189594,102.2500868,2014
Sharjah,Rus,168.75,na,75,0,0,75,0,0,0,25.3223269,55.5136433,2014
Chernigov,Ukr,168.25,na,61,17,7,103,0,0,0,51.4982,31.28935,2014
Managua,Nic,164.50,na,0,8,53,520,0,0,0,12.1206803,-86.22322439999999,2014
Uruapan,Mex,158.75,na,11,18,35,405,0,0,0,50.7259246,-121.2804736,2014
Ann,Harbor,USA,153.00,-94,43,24,0,12,400,0,0,19.4064492,-102.0430476,2014
Belem,Bra,151.50,na,3,0,10,562,0,0,0,-1.4557549,-48.4901799,2014
Chapel,Hill,NC,USA,146.75,na,5,85,0,207,0,0,0,35.9131996,-79.0558445,2014
Nikolaev,Ukr,134.25,-76,15,27,97,115,0,0,0,42.2808256,-83.7430378,2014
Mafikeng,SA,132.75,16,1,20,48,347,0,0,0,46.975033,31.994583,2014
Nibong,Tebal,Mal,120.50,-74,4,0,40,370,0,0,0,5.170128,100.4792231,2014
Split,Cro,114.25,136,20,69,5,11,0,0,0,-25.855978,25.64031,2014
Benin,Nig,113.00,na,26,18,25,122,0,0,0,43.5081323,16.4401935,2014
Port,Harcourt,Nig,109.50,na,5,36,58,138,0,0,0,-33.941376,25.5712756,2014
Terni,Ita,108.00,-95,32,0,88,0,0,0,0,42.5636168,12.6426604,2014
Natal,Bra,100.75,5,15,40,13,97,0,0,0,6.334986,5.6037465,2014
Hartford,USA,98.00,na,11,0,13,278,0,0,0,41.7839226,-72.63412199999999,2014
Ivano-Frankovsk,Ukr,94.25,-69,7,0,0,321,0,0,0,48.922633,24.711117,2014
Karlovac,Cro,93.00,-45,1,58,24,84,0,0,0,45.4928973,15.5552683,2014
Texarkana,USA,91.30,-7,39,0,1,26,63,0,0,33.425125,-94.04768820000001,2014
Penang,Mal,90.00,na,38,14,0,0,0,0,1,5.414921,100.3297612,2014
Port,Elizabeth,SA,86.50,-45,0,61,24,54,0,0,0,-33.941376,25.5712756,2014
Ternopol,Ukr,84.50,na,9,0,28,210,0,0,0,49.553517,25.594767,2014
Osijek,Cro,75.50,-53,2,32,40,78,0,0,0,45.5549624,18.6955144,2014
