Temples,Country,Points,Change,Maha Big Books,Big Books,Medium Books,Small Books,Mags,BTG Subs,Full Sets,Latitude,Longitude,Year
Chicago,USA,9976.95,-22,2978,2015,1447,4927,507,0,0,42.00934580000001,-87.6730144,2015
Omsk,Rus,9902.25,151,2178,2765,3118,4889,0,0,0,54.9884804,73.32423620000002,2015
Mexico,City,Mex,9902.00,49,743,1146,3286,22508,0,0,0,19.4129014,-99.1859023,2015
Krasnodar,Rus,9796.00,-73,1372,1902,5672,9256,0,0,0,45.03926740000001,38.987221,2015
New,Talavan,USA,9380.75,29,3565,688,2686,879,0,0,0,28.5558863,77.2539484,2015
Dallas,USA,9336.85,33,4301,218,332,1335,171,0,2,32.7766642,-96.79698789999999,2015
Bali,Ind,8976.20,-25,3776,384,798,2176,972,0,0,-8.700452,115.241134,2015
Buenos,Aires,Arg,8883.00,104,591,1767,0,23736,0,0,0,-34.6036844,-58.3815591,2015
Budapest,Hun,8795.95,43,1738,980,4345,6951,4297,0,0,47.497912,19.040235,2015
Nizhny,Novgorod,Rus,8528.00,-47,3384,1093,1121,426,0,0,0,56.2965039,43.9360589,2015
Bhopal,Ind,8416.50,na,3810,429,313,844,0,0,77,23.2502382,77.5058343,2015
Perm,Rus,7905.00,-5,2727,257,3081,2614,0,0,0,58.02968129999999,56.2667916,2015
Phoenix,Mau,7853.20,21,471,99,644,25748,532,0,0,-20.2758399,57.4958773,2015
Sofia,Bul,7619.25,48,2654,351,2497,2847,0,0,0,42.6977082,23.3218675,2015
Alachua,USA,7150.55,63,1212,1060,3446,6161,4033,0,3,29.7938144,-82.49442260000001,2015
Prabhupada,Bhav,Cze,6663.00,18,849,3603,1051,3346,0,0,0,22.5238452,88.32745720000001,2015
Chandigarh,Ind,6631.25,-22,2062,376,828,6869,0,0,59,30.734255,76.761045,2015
Washington,D.C.,USA,6388.35,51,1904,408,3489,1671,101,0,14,45.5286088,-122.9893517,2015
Govindadvipa,Ire,6280.75,na,1963,0,4504,411,0,0,0,54.19624,-7.57145,2015
New,Vrajadham-H,Hun,6183.90,-15,1248,776,2222,5454,4374,0,0,28.5558863,77.2539484,2015
Auckland,Loft,NZ,6133.20,-23,1299,2783,225,2004,1387,0,1,-36.770624,174.596258,2015
Brahmapur,Ind,5936.00,358,1758,1488,493,2470,680,0,0,19.2961115,84.8172254,2015
Minsk,Bel,5850.75,na,1387,1325,1708,3591,0,0,0,53.90453979999999,27.5615244,2015
Brazil,BBT,Bra,5827.00,na,16,5773,22,40,10,0,0,nodata-lat,nodata-lon,2015
VV,Nagar,Ind,5781.75,-81,1367,726,822,5155,6220,0,38,22.570385,72.96347899999999,2015
Habarovsk,Rus,5496.50,-41,1112,1423,2152,3094,0,0,0,48.5027313,135.0662599,2015
Auckland,Br.,As,NZ,5452.80,na,1171,2494,59,1530,2048,0,3,-36.770624,174.596258,2015
Atlanta,USA,5397.80,3,1815,1009,786,788,1688,0,0,33.77346989999999,-84.3451908,2015
Berlin,Ger,5274.00,12,1603,975,2186,0,0,0,0,52.5448365,13.4942561,2015
Toronto,Can,5237.15,-52,1348,907,1348,3069,257,38,26,43.6769305,-79.3973269,2015
Laguna,Beach,USA,5143.35,-17,2129,135,238,2161,911,0,12,33.5400038,-117.7806511,2015
New,York,Harina,USA,5131.25,na,1310,985,624,4857,0,0,0,28.5558863,77.2539484,2015
Recife,Bra,5099.15,497,35,836,0,16627,364,0,0,-8.0578381,-34.8828969,2015
Krasnoyarsk,Rus,5038.50,31,956,1289,1697,3956,0,0,0,56.01528339999999,92.8932476,2015
Nellore,Ind,4999.75,-20,1602,58,206,6539,0,0,0,14.4230197,79.9794161,2015
Ekaterinburg,Rus,4862.25,-11,1317,742,201,5543,0,0,0,56.83892609999999,60.6057025,2015
Batticaloa,Sri,4677.70,26,1986,196,18,1572,830,13,43,7.702789199999999,81.7155643,2015
Milan,Ita,4606.30,-14,421,0,7521,0,38,0,0,19.8818535,75.36736049999999,2015
Mumbai-Kharghar,Ind,4421.00,na,1929,306,76,876,0,0,104,40.2671941,-86.1349019,2015
Barnaul,Rus,4284.25,na,961,1123,1543,1871,0,0,0,53.3547792,83.76978319999999,2015
Tomsk,Rus,3861.25,na,987,779,1123,2187,0,0,0,56.5010397,84.9924506,2015
Nairobi,Ken,3797.35,75,847,313,114,6885,121,0,4,-1.2920659,36.8219462,2015
Ivanovo,Rus,3737.25,8,835,544,1739,2615,0,0,0,57.0050671,40.9766453,2015
New,Orleans,USA,3526.50,24,75,0,2045,9416,0,0,0,28.5558863,77.2539484,2015
New,Ekacakra,Pr,SVK,3503.25,-44,199,2881,0,897,0,0,0,28.5558863,77.2539484,2015
Bhaktiloka,SVK,3347.50,67,479,1787,0,2410,0,0,0,46.635417,32.616867,2015
Kaunas,Lit,3303.25,-4,813,466,50,4745,0,0,0,54.8985207,23.9035965,2015
Durban,SA,3226.30,-2,323,367,764,4924,6003,0,1,-29.85868039999999,31.0218404,2015
Hillsborough,,N,USA,3182.80,-20,735,245,363,5076,41,3,24,45.5286088,-122.9893517,2015
Prabhupada,Desh,Ita,3042.30,-29,1317,0,782,0,173,0,0,22.5238452,88.32745720000001,2015
Chennai,Ind,2957.25,-63,1043,328,289,1577,45,0,0,12.9060595,80.241614,2015
Prague,Cze,2836.80,-16,702,1029,8,1544,138,0,0,50.0755381,14.4378005,2015
Irkutsk,Rus,2759.50,na,876,349,733,1168,0,0,0,52.28697409999999,104.3050183,2015
Sing,Sxx,2759.05,na,673,133,31,5045,33,0,0,30.9186651,75.8400757,2015
Melbourne,Aus,2748.55,54,1024,357,183,1005,8,0,0,28.0836269,-80.60810889999999,2015
Rome,Ita,2748.50,-36,167,0,4829,0,0,0,3,45.3609559,11.5891328,2015
Miami,USA,2702.60,-3,728,237,7,3632,937,1,1,25.7616798,-80.1917902,2015
Monterrey,Mex,2594.50,75,217,245,654,6354,0,0,0,25.6866142,-100.3161126,2015
Mumbai-Mira,Roa,Ind,2590.00,na,1166,0,286,460,0,0,0,19.2693921,72.8716743,2015
Vellore,Ind,2555.15,na,1144,160,40,333,39,0,2,12.9008515,79.0465825,2015
Ufa,Rus,2549.75,2,638,141,551,3429,0,0,0,54.7387621,55.9720554,2015
Accra,Gha,2537.50,35,525,382,768,2878,20,0,0,5.6037168,-0.1869644,2015
Spain,BBT,Spa,2537.00,119,767,292,1422,0,0,0,0,-22.4195332,-42.973765,2015
Wellington,NZ,2509.35,12,356,1221,205,1773,306,0,2,-41.2864603,174.776236,2015
Bhakti,Lounge,Can,2458.80,na,1011,14,519,652,3,0,1,20.951311,72.92532299999999,2015
Dnepropetrovsk,Ukr,2331.50,-23,764,229,598,1102,0,0,0,48.464717,35.046183,2015
Lisbon,Por,2245.75,na,196,334,439,5201,0,0,0,38.7222524,-9.1393366,2015
Vilnius,Lit,2077.00,19,152,865,456,2720,0,0,0,54.6871555,25.2796514,2015
Kherson,Ukr,2066.00,-49,758,145,498,624,0,0,0,46.635417,32.616867,2015
Kharkov,Ukr,2060.75,na,303,57,652,4287,0,0,0,49.9935,36.230383,2015
Bhubaneswar,Ind,2032.00,na,385,1002,105,750,200,0,0,20.2890228,85.8133024,2015
New,Vrajadham-B,Bra,1996.45,10,44,1165,626,1717,12,0,0,28.5558863,77.2539484,2015
Saranagati,Farm,Can,1995.50,na,926,0,287,0,0,0,1,49.6493076,7.101140699999999,2015
Villa,Vrndavana,Ita,1993.60,-23,369,0,2499,0,42,1,1,9.076873899999999,-79.5236749,2015
Tucson,USA,1984.90,na,811,74,248,306,884,0,3,32.2217429,-110.926479,2015
Kazan,Rus,1950.75,-72,359,457,987,1129,0,0,0,55.8304307,49.06608060000001,2015
Kishinev,Ukr,1909.25,119,537,64,695,1695,0,0,0,47.0104529,28.8638103,2015
Izevsk,Rus,1891.10,-7,354,208,1060,1756,61,0,0,56.86186009999999,53.2324285,2015
Baroda,Ind,1869.00,-62,450,0,396,500,1710,250,26,22.3073308,73.1520985,2015
Sacramento/TYM,USA,1826.50,na,826,101,52,190,0,0,22,nodata-lat,nodata-lon,2015
Heidelberg,Ger,1743.00,-22,505,394,677,0,5,0,0,49.3987524,8.6724335,2015
Kinshasa,Con,1707.75,251,648,15,0,1587,0,0,0,-4.4419311,15.2662931,2015
Novorosiysk,Rus,1662.75,-57,235,306,1021,1505,0,0,0,nodata-lat,nodata-lon,2015
Guadalajara,Mex,1606.75,107,220,27,1180,2199,0,0,0,20.6596988,-103.3496092,2015
Bon,Accueil,Mau,1583.00,na,59,295,83,4514,0,0,0,-20.1756651,57.67897369999999,2015
Chelyabinsk,Rus,1415.55,12,285,186,464,1685,63,0,0,55.1644419,61.4368431,2015
Rovno,Ukr,1395.00,80,595,0,20,780,0,0,0,50.6199,26.251617,2015
Shanghai,Chi,1370.75,na,605,0,0,643,0,0,0,31.230416,121.473701,2015
Ljubljana,Slo,1323.75,13,156,200,165,2917,0,0,0,46.0569465,14.5057515,2015
Swansea,Wal,1278.25,-85,289,297,806,1,0,0,0,51.620826,-3.947130999999999,2015
Sarajevo,Bos,1250.50,14,541,109,64,110,0,0,0,43.8562586,18.4130763,2015
Zurich,Swi,1128.00,80,283,288,416,264,0,0,7,47.3686498,8.539182499999999,2015
Zagreb,Cro,1102.00,113,17,165,1129,1354,0,0,0,45.8150108,15.981919,2015
Tallinn,Est,1094.00,na,57,289,1029,706,0,0,0,59.43696079999999,24.7535746,2015
Berkeley,USA,1066.00,-55,228,150,484,756,290,0,0,37.8591369,-122.2603082,2015
Itajai,Bra,1026.25,51,133,221,0,2157,0,0,0,-26.9105964,-48.6709514,2015
Lenasia,SA,950.75,34,92,42,237,1565,2150,0,0,-26.331,27.8776,2015
Tyumen,Rus,948.25,na,294,32,580,153,0,0,0,57.1612975,65.5250172,2015
Naval,Kunda,Spa,932.00,63,223,476,1,38,0,0,0,2.725889,101.9378239,2015
San,Diego,USA,926.65,-89,238,275,192,317,4,0,0,32.795926,-117.2506437,2015
Philadelphia,USA,924.75,3,343,33,192,373,165,0,1,40.0603719,-75.1932638,2015
Hartford,USA,919.25,na,250,167,96,817,0,0,8,41.7839226,-72.63412199999999,2015
New,Gokula-Braz,Bra,902.75,na,83,269,68,1735,0,0,0,28.5558863,77.2539484,2015
Vinniza,Ukr,899.75,422,363,28,82,419,0,0,0,6.1248,100.3678178,2015
Perth,Aus,892.25,8,220,14,553,513,335,0,0,-31.98783,116.065079,2015
Almaty,Kaz,885.75,-64,283,23,96,995,0,0,0,43.2220146,76.8512485,2015
Vorkuta,Rus,832.50,na,145,218,328,642,0,0,0,67.4968967,64.0602175,2015
Amravati,Ind,826.75,na,229,13,156,735,250,35,0,20.9525309,77.76700009999999,2015
Vancouver,Can,792.25,na,264,39,246,409,0,0,0,45.6387281,-122.6614861,2015
Zaporozhye,Ukr,783.75,na,73,190,672,447,0,0,0,47.8388,35.139567,2015
Kirov,Rus,767.50,-45,201,53,330,590,0,0,0,58.6035321,49.6667983,2015
Jeleznogorsk,Rus,725.65,38,217,110,195,289,119,0,0,39.39987199999999,-8.224454,2015
Bhakti,Lounge,USA,715.25,na,270,31,157,263,0,0,0,20.951311,72.92532299999999,2015
Udhampur,Ind,662.25,na,323,0,7,51,0,0,1,32.9208984,75.1346827,2015
Genova,Ita,640.50,na,264,0,225,0,0,0,0,44.4056499,8.946256,2015
Natal,Bra,635.75,na,10,67,214,1767,0,0,0,6.334986,5.6037465,2015
Lutsk,Ukr,627.75,na,245,25,92,267,0,0,0,50.74723299999999,25.325383,2015
Copenhagen,Den,625.75,na,166,55,0,955,0,0,0,55.6760968,12.5683371,2015
Blantyre,Mal,582.50,255,70,181,0,1046,0,0,0,27.5759477,77.70085089999999,2015
Vologda,Rus,575.75,17,54,38,151,1417,0,0,0,59.21806649999999,39.8978052,2015
Simferopol,Ukr,522.00,-46,175,99,93,106,0,0,0,44.952117,34.102417,2015
Lagos,Nig,507.50,-58,64,85,63,1052,0,0,0,6.5243793,3.3792057,2015
Kurgan,Rus,483.25,na,136,71,93,375,0,0,0,57.9371145,59.96003629999999,2015
St.,Louis,USA,475.50,na,147,99,51,228,0,0,0,16.2993518,80.4131511,2015
Kisumu,Ken,458.25,999,41,99,284,541,0,0,0,-0.0917016,34.7679568,2015
Netrokona,Ind,454.60,na,130,56,47,446,36,0,0,40.2671941,-86.1349019,2015
Florianopolis,Bra,449.25,-43,0,152,0,1189,0,0,0,-27.5953778,-48.5480499,2015
Gurabo,Pue,420.00,na,0,48,381,726,0,0,0,nodata-lat,nodata-lon,2015
Sandton,SA,417.50,-47,75,0,306,454,10,0,1,41.3850639,2.1734035,2015
Queretaro,Mex,416.00,na,28,101,56,924,0,0,0,20.5887932,-100.3898881,2015
Munich,Ger,401.50,-51,89,129,189,0,0,0,0,48.1351253,11.5819806,2015
Leipzig,Ger,389.00,849,146,23,148,0,0,0,0,51.3396955,12.3730747,2015
Cape,Town,SA,381.75,207,23,8,5,1253,120,0,0,-33.9248685,18.4240553,2015
Tulancingo,Mex,375.00,na,30,50,320,420,0,0,0,nodata-lat,nodata-lon,2015
Seattle,USA,368.25,na,115,15,39,135,84,14,4,47.6062095,-122.3320708,2015
Pietermaritzbur,SA,360.60,na,83,20,8,682,1,0,0,32.104637,35.17451399999999,2015
German,Congrega,Ger,351.00,-11,146,23,72,0,0,0,0,52.5448365,13.4942561,2015
Cologne,Gaurade,Ger,317.00,-32,57,66,274,0,0,0,0,50.937531,6.9602786,2015
Yaroslavl,Rus,295.25,-91,118,11,17,159,0,0,0,57.62607440000001,39.8844708,2015
Bloemfontein,SA,291.50,na,15,53,75,684,0,0,0,-29.085214,26.1595761,2015
Orlando,USA,290.00,na,0,0,241,678,0,0,0,28.5849678,-81.22342479999999,2015
Montevideo,Uru,262.50,-87,0,0,0,1050,0,0,0,-34.9011127,-56.16453139999999,2015
Lome,Tog,239.00,-5,20,140,118,0,0,0,0,6.1724969,1.2313618,2015
Wiesbaden,Ger,238.00,na,35,91,154,0,0,0,0,50.0782184,8.239760799999999,2015
Minneapolis,USA,234.00,67,108,0,11,50,0,0,7,44.977753,-93.2650108,2015
Odessa,Ukr,232.00,-87,116,0,0,0,0,0,0,46.482526,30.7233095,2015
Sarapul,Rus,218.00,-85,23,0,120,448,0,0,0,56.4539288,53.7742185,2015
Mar,Del,Plata,Arg,211.00,-94,21,22,39,458,130,0,0,18.4895744,-69.8639932,2015
Vladimir,Rus,176.75,103,51,32,37,97,0,0,0,49.233083,28.468217,2015
Mangalore,Ind,171.25,na,0,148,20,53,0,0,0,12.8768668,74.85184919999999,2015
Madrid,Spa,170.75,-93,65,2,73,9,0,0,0,40.4167754,-3.7037902,2015
Joao,Pessoa,Bra,158.50,-26,3,19,138,258,0,0,0,-7.119495799999999,-34.8450118,2015
Hale,Krishna,Ha,USA,140.50,-40,12,42,37,180,110,0,0,13.6759779,-89.29240639999999,2015
Campina,Grande,Bra,136.75,-38,0,13,22,451,0,0,0,nodata-lat,nodata-lon,2015
Magnitogorsk,Rus,136.25,na,26,34,3,195,0,0,0,53.4129429,59.00162330000001,2015
Rybinsk,Rus,127.00,-15,32,41,24,40,0,0,0,52.3332892,35.3669551,2015
Tiraspol,Ukr,126.25,2,28,3,74,121,0,0,0,46.84818500000001,29.596805,2015
Timisoara,Rom,121.00,na,29,15,0,192,0,0,0,45.7488716,21.2086793,2015
Cherepovets,Rus,119.50,na,8,39,122,14,0,0,0,59.132333,37.9091811,2015
Kumasi,Gha,109.50,na,6,0,187,16,0,0,0,6.6666004,-1.6162709,2015
Lusaka,Zam,99.75,na,29,7,19,65,90,0,0,-15.3875259,28.3228165,2015
Las,Vegas,USA,98.25,-59,39,0,5,71,0,0,0,18.4895744,-69.8639932,2015
Goloka,Dhama,Ger,93.50,na,10,33,81,0,0,0,0,55.4649113,65.3053512,2015
Mpumalanga,SA,92.25,-37,0,4,12,329,0,0,0,-29.8039699,30.6314948,2015
Santo,Domingo,Dom,76.50,-83,0,6,14,134,300,0,0,19.1130769,72.8262841,2015
Texarkana,USA,73.15,-4,31,0,0,3,104,0,4,33.425125,-94.04768820000001,2015
Brisbane,Aus,67.60,-96,0,2,79,38,166,0,0,-27.54291,152.95828,2015
Ubatuba,Bra,67.00,na,2,2,0,244,0,0,0,-23.4336578,-45.0838481,2015
Guarulhos,Bra,57.00,na,0,0,0,228,0,0,0,-23.4542498,-46.5337925,2015
Donetsk,Ukr,55.50,-35,14,8,20,38,0,0,0,48.015883,37.80285,2015
Port,Harcourt,Nig,55.25,na,10,11,15,67,0,0,0,-33.941376,25.5712756,2015
Chernigov,Ukr,54.00,-51,5,4,8,144,0,0,0,51.4982,31.28935,2015
Krishna,Culture,USA,44.45,-94,8,9,23,31,2,0,0,19.1130769,72.8262841,2015
Kostroma,Rus,42.75,na,1,10,15,93,0,0,0,57.77748159999999,40.9698928,2015
Uzgorod,Ukr,38.25,-2,11,12,5,7,0,0,0,-22.9251224,-45.4616987,2015
Arkadelphia,USA,37.75,25,9,10,10,19,0,0,0,34.1209292,-93.0537839,2015
Fortaleza,Bra,36.50,na,1,17,13,44,0,0,0,-3.7318616,-38.5266704,2015
Columbus,USA,33.25,-97,16,0,0,5,0,0,0,18.4895744,-69.8639932,2015
Komsomolsk-on-A,Rus,26.75,na,9,1,6,19,0,0,0,-5.7792569,-35.200916,2015
Abidjan,Ivo,20.00,-78,5,1,18,0,0,0,0,5.3599517,-4.0082563,2015
Ternopol,Ukr,17.25,na,0,3,17,23,0,0,0,49.553517,25.594767,2015
Mafikeng,SA,14.50,-78,1,4,2,30,0,0,0,46.975033,31.994583,2015
Ouagadougou,Bur,2.00,-91,0,2,0,0,0,0,0,12.3649666,-1.5402327,2015
