Temples,Country,Points,Change,Maha Big Books,Big Books,Medium Books,Small Books,Mags,BTG Subs,Full Sets,Latitude,Longitude,Year
Arkadelphia,USA,84.40,na,19,8,31,90,4,0,0,34.1209292,-93.0537839,2013
Hamburg,Ger,79.00,na,26,12,30,0,0,0,0,53.5510846,9.9936818,2013
Pula,Cro,65.25,263,2,22,63,31,0,0,0,44.8666232,13.8495788,2013
Goiania,Bra,63.75,na,1,1,0,243,0,0,0,-16.6868912,-49.2647943,2013
Port,Elizabeth,SA,54.00,-90,2,15,27,86,0,0,0,-33.941376,25.5712756,2013
Gaura,Vrndavana,Bra,53.50,-60,2,16,21,92,0,0,0,54.2198695,33.5995432,2013
Sungei,Petani,Mal,50.00,na,0,0,100,0,0,0,0,12.9047163,77.5543604,2013
Split,Cro,48.50,143,10,8,32,18,0,0,0,-25.855978,25.64031,2013
Santa,Fe,Arg,40.00,na,5,5,11,78,0,0,0,19.1130769,72.8262841,2013
Chosica,Per,37.75,-97,3,0,0,127,0,0,0,-11.9456792,-76.7103034,2013
Cakovec,Cro,37.50,na,0,18,30,18,0,0,0,nodata-lat,nodata-lon,2013
Pretoria,SA,35.00,-93,4,0,12,84,0,0,0,-25.7478676,28.2292712,2013
Uvira,Bur,34.00,na,5,24,0,0,0,0,0,-3.3728836,29.1448793,2013
Uzgorod,Ukr,32.75,-81,14,0,6,7,0,0,0,-22.9251224,-45.4616987,2013
Kostroma,Rus,28.00,na,1,10,11,42,0,0,0,57.77748159999999,40.9698928,2013
Tarapoto,Per,28.00,na,1,0,0,104,0,0,0,nodata-lat,nodata-lon,2013
Port,Dickson,Mal,28.00,na,0,0,56,0,0,0,0,-33.941376,25.5712756,2013
Mar,Del,Plata,Arg,25.00,na,0,0,0,100,0,0,0,18.4895744,-69.8639932,2013
Bahau,Mal,24.50,-72,0,0,49,0,0,0,0,2.809902,102.398351,2013
Abidjan,Ivo,23.00,na,0,20,6,0,0,0,0,5.3599517,-4.0082563,2013
New,Godruma,Dem,Guy,22.75,na,5,5,2,25,5,0,0,28.5558863,77.2539484,2013
Santos,Bra,21.25,-79,0,5,0,65,0,0,0,19.1130769,72.8262841,2013
Centro,Cul,Acha,Bra,18.00,na,4,0,1,38,0,0,0,27.7840013,85.3564899,2013
Zadar,Cro,18.00,na,7,0,8,0,0,0,0,44.119371,15.2313648,2013
Bukavu,and,Goma,Con,14.25,na,0,0,0,57,0,0,0,-2.5123017,28.8480284,2013
Uberaba,Bra,10.25,-7,4,0,0,9,0,0,0,-19.7473668,-47.93915399999999,2013
Kuching,Mal,10.00,na,0,0,20,0,0,0,0,1.56,110.345,2013
Kisangani,Con,8.75,na,0,0,0,35,0,0,0,0.5185303,25.2007728,2013
Brazil,BBT,Bra,6.50,na,3,0,0,2,0,0,0,nodata-lat,nodata-lon,2013
Lukut,Mal,3.00,na,0,0,6,0,0,0,0,nodata-lat,nodata-lon,2013
Santa,Tecia,El,2.50,na,1,0,0,2,0,0,0,19.1130769,72.8262841,2013
